reporter_iso,reporter_name,partner_iso,partner_name,section_code,section_name,imp_rank_seccode_5yr,imp_rank_seccode_5yr,imp_sum_seccode_5yr,exp_sum_seccode_5yr
bel,Belgium,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,51,12,4115114,51011479
bel,Belgium,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",30,13,17984950,688300222
bel,Belgium,rus,Russian Federation,11,Textile and textile articles,54,19,3484480,350540366
bel,Belgium,rus,Russian Federation,20,Miscellaneous manufactured articles,50,25,3917664,126180393
bel,Belgium,rus,Russian Federation,21,"Works of art, collectors' pieces and antiques",31,9,327219,11983219
bel,Belgium,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",55,54,119797,1858103
bel,Belgium,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",54,29,138850,13836827
bel,Belgium,rus,Russian Federation,19,"Arms and ammunition, parts and accessories thereof",79,28,2813,28477
bel,Belgium,rus,Russian Federation,99,NA,23,11,62915583,385347897
blz,Belize,rus,Russian Federation,06,Product of the chemicals or allied industries,133,113,438151,0
blz,Belize,rus,Russian Federation,15,Base metals and articles of base metal,142,114,8357,0
blz,Belize,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",133,127,42287,0
blz,Belize,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",153,125,197,0
ben,Benin,rus,Russian Federation,05,Mineral products,75,63,224950814,1180624
ben,Benin,rus,Russian Federation,01,Live animals and animal products,47,101,14263782,3117
ben,Benin,rus,Russian Federation,06,Product of the chemicals or allied industries,88,113,74599900,0
ben,Benin,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",131,96,94932,845
ben,Benin,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",128,113,120481,0
ben,Benin,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",139,125,88755,0
ben,Benin,rus,Russian Federation,15,Base metals and articles of base metal,110,114,3537463,0
ben,Benin,rus,Russian Federation,20,Miscellaneous manufactured articles,113,112,20297,0
ben,Benin,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",111,102,842,0
ben,Benin,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",145,103,9828,309863
bmu,Bermuda,rus,Russian Federation,01,Live animals and animal products,114,113,8275,0
bmu,Bermuda,rus,Russian Federation,99,NA,106,98,5771,0
bmu,Bermuda,rus,Russian Federation,20,Miscellaneous manufactured articles,138,112,365,0
bmu,Bermuda,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",151,125,664,0
bmu,Bermuda,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",91,89,115,0
bol,Bolivia,rus,Russian Federation,06,Product of the chemicals or allied industries,91,73,53154089,7564511
bol,Bolivia,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",53,113,23216692,0
bol,Bolivia,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",92,116,4800054,0
bol,Bolivia,rus,Russian Federation,05,Mineral products,77,74,214581205,349586
bol,Bolivia,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",108,110,511624,53388
bol,Bolivia,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",109,114,522754,0
bol,Bolivia,rus,Russian Federation,15,Base metals and articles of base metal,112,97,3492929,10930
bol,Bolivia,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",48,125,66702535,0
bol,Bolivia,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",65,111,4453163,0
bol,Bolivia,rus,Russian Federation,99,NA,89,86,39796,9360
bol,Bolivia,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",115,63,74679,90336
bol,Bolivia,rus,Russian Federation,11,Textile and textile articles,116,110,20533,1939
bol,Bolivia,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",82,89,1933,0
bol,Bolivia,rus,Russian Federation,20,Miscellaneous manufactured articles,78,112,308836,0
bol,Bolivia,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",119,103,14287,0
bol,Bolivia,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",118,102,378,0
bol,Bolivia,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",110,104,598,0
bol,Bolivia,rus,Russian Federation,02,Vegetable products,145,79,0,9118372
bih,Bosnia Herzegovina,rus,Russian Federation,05,Mineral products,50,72,1388300634,422517
bih,Bosnia Herzegovina,rus,Russian Federation,15,Base metals and articles of base metal,55,75,400573376,1888091
bih,Bosnia Herzegovina,rus,Russian Federation,06,Product of the chemicals or allied industries,97,38,45374004,254073156
bih,Bosnia Herzegovina,rus,Russian Federation,08,"Raw hides and skins, leather, furskins and articles thereof, saddlery and harness, travel goods, handbags and similar containers, articles of animal gut (other than silk-worm gut)",18,90,7088999,1027
bih,Bosnia Herzegovina,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",63,72,33529600,3819462
bih,Bosnia Herzegovina,rus,Russian Federation,04,"Prepared foodstuffs, beverages, spirits and vinegar, tobacco and manufactured tobacco substitutes",64,84,11605221,3428295
bih,Bosnia Herzegovina,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",57,63,17481951,4166645
bih,Bosnia Herzegovina,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",97,79,3563204,22143
bih,Bosnia Herzegovina,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",59,64,19473216,80224
bih,Bosnia Herzegovina,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",68,93,12287871,19139
bih,Bosnia Herzegovina,rus,Russian Federation,18,"Optical, photographic, cinematographic, measuring, checking, precision, medical or surgical instruments and apparatus, clocks and watches, musical instruments, parts and accessories thereof",71,84,2103160,101762
bih,Bosnia Herzegovina,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",67,75,1942437,76740
bih,Bosnia Herzegovina,rus,Russian Federation,11,Textile and textile articles,76,83,445525,185619
bih,Bosnia Herzegovina,rus,Russian Federation,20,Miscellaneous manufactured articles,76,57,315648,2653321
bih,Bosnia Herzegovina,rus,Russian Federation,02,Vegetable products,114,51,1917235,90060280
bih,Bosnia Herzegovina,rus,Russian Federation,03,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetble waxes,91,84,37253,20
bih,Bosnia Herzegovina,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",62,48,53218,4094116
bih,Bosnia Herzegovina,rus,Russian Federation,01,Live animals and animal products,113,110,12703,202
bwa,Botswana,rus,Russian Federation,14,"Natural or cultured pearls, precious or semi-precious stones, precious metals, metal clad with precious metal, and articles thereof, imitation jewellery, coins",18,23,320269021,11457489
bwa,Botswana,rus,Russian Federation,02,Vegetable products,110,125,3453613,0
bwa,Botswana,rus,Russian Federation,13,"Articles of stone, plaster, cement, asbestos, mica, or similar materials, ceramic products, glass and glassware",118,103,15812,0
bwa,Botswana,rus,Russian Federation,15,Base metals and articles of base metal,128,114,256952,0
bwa,Botswana,rus,Russian Federation,09,"Wood and articles of wood, wood charcoal, cork and articles of cork, manufacturers of straw, of esparto or of other plaiting materials, basketwork and wickerwork",128,105,17709,0
bwa,Botswana,rus,Russian Federation,16,"Machinery and mechanical appliances, electrical equipment, parts thereof, sound recorders and reproducers, television image and souch recorders and reproducers, and parts and accessories of such articles",128,93,354427,337906
bwa,Botswana,rus,Russian Federation,10,"Pulp of wood or of other fibrous cellulosic material, recovered (waste and scrap) paper or paperboard, paper and paperboard and articles thereof",139,102,1091,280
bwa,Botswana,rus,Russian Federation,12,"Footwear, headgear, umbrellas, sun umbrellas, walking-sticks, seat-sticks, whips, riding-crops and parts thereof, prepared feathers and articles made therewith, artificial flowers, articles of human hair.",103,102,1588,0
bwa,Botswana,rus,Russian Federation,99,NA,110,92,2322,1032
bwa,Botswana,rus,Russian Federation,17,"Vehicles, aircraft, vessels and associated transport equipment",130,113,86744,0
bwa,Botswana,rus,Russian Federation,11,Textile and textile articles,133,120,1962,101
bwa,Botswana,rus,Russian Federation,07,"Plastics and articles thereof, rubber and articles thereof",149,109,219,31
